mellon_id,group_a,group_a_enr_dt,group_b,group_b_enr_dt,assignment_id,assignment_title,assignment_desc,submission_type,created_at,updated_at,submitted_at,workflow_state,body,URL,attempt,graded_at,grade_match_curr_sub,score,published_grade,quiz_submission_id,due_at,assignment_group_id,assignment_group_name,assignment_group_curr_score,assignment_group_final_score,assignment_group_weight,course_current_Score,course_final_score
411975,0,,0,,44070000000350876,Lecture 3-2: How does the Inpatient Civil Commitment Process Work?," class=""btn icon-replied"" title=""Week 3 Road Map"" href=""/courses/18761/pages/week-3-road-map"" ""https://canvas.eee.uci.edu/api/v1/courses/18761/pages/week-3-road-map"" >Week 3 Road Map<h2 ""background-color: #0064a4; color: #ffffff; : 20px; font-weight: 800; line-height: 30px; padding: 5px; margin-top: 20px;"">Step 1: Watch the lecture video below and answer the questions therein. </h2> ""width: 694px; height: 560px;"" title=""P254 Lesson 3.2"" src=""/courses/18761/external_tools/retrieve?display=borderless&url=https%3A%2F%2Fuci.yuja.com%2FLMSEntry.jsp%3FredirectURL%3Dhttps%253A%252F%252Fuci.yuja.com%252FV%252FVideoPoll%252F3637%253FwithOverlay%253Dtrue"" width=""694"" height=""560"" allowfullscreen=""allowfullscreen"" webkitallowfullscreen=""webkitallowfullscreen"" mozallowfullscreen=""mozallowfullscreen"" allow=""autoplay *""><hr><h2 ""background-color: #0064a4; color: #ffffff; : 20px; font-weight: 800; line-height: 30px; padding: 5px; margin-top: 20px;"">Step 2: Watch the follow-up video</h2> src=""https://",discussion_topic,2019-08-21 16:03:53.343000-07:00,2019-10-27 19:17:08.127000-07:00,2019-10-17 16:32:15.477000-07:00,graded,,,1.0,2019-10-27 19:11:28.477000-07:00,1.0,10.0,complete,,2019-10-20 23:59:00-07:00,44070000000066399,Lectures,89.0,89.0,10.0,94.0,94.0
411975,0,,0,,44070000000350883,Lecture 1-3: Why are PWMI Perceived as Violent?," class=""btn icon-replied"" title=""Week 1 Road Map"" href=""/courses/18761/pages/week-1-road-map"" ""https://canvas.eee.uci.edu/api/v1/courses/18761/pages/week-1-road-map"" >Week 1 Road Map<h2 ""background-color: #0064a4; color: #ffffff; : 20px; font-weight: 800; line-height: 30px; padding: 5px; margin-top: 20px;"">Step 1: Watch the lecture video below and answer the questions therein.</h2> ""width: 100%; height: 650;"" title=""P254 Lesson 1.3"" src=""/courses/18761/external_tools/retrieve?display=borderless&url=https%3A%2F%2Fuci.yuja.com%2FLMSEntry.jsp%3FredirectURL%3Dhttps%253A%252F%252Fuci.yuja.com%252FV%252FVideoPoll%252F3645%253FwithOverlay%253Dtrue"" width=""100%"" height=""650"" allowfullscreen=""allowfullscreen"" webkitallowfullscreen=""webkitallowfullscreen"" mozallowfullscreen=""mozallowfullscreen"" allow=""autoplay *""> "": 9pt;"">The PowerPoint slides for this lecture can be found below.  "": 9pt;"">To watch this video directly please go to  class="" inline_disabled"" href=""https://h5p.org/node/387846"">htt",discussion_topic,2019-08-21 16:03:53.343000-07:00,2019-10-17 12:02:32.017000-07:00,2019-10-01 21:57:03.013000-07:00,graded,,,1.0,2019-10-17 11:17:37.397000-07:00,1.0,10.0,complete,,2019-10-06 23:59:00-07:00,44070000000066399,Lectures,89.0,89.0,10.0,94.0,94.0
411975,0,,0,,44070000000350879,Lecture 2-3: How does the Public Stigmatize PWMI?," class=""btn icon-replied"" title=""Week 2 Road Map"" href=""/courses/18761/pages/week-2-road-map"" ""https://canvas.eee.uci.edu/api/v1/courses/18761/pages/week-2-road-map"" >Week 2 Road Map<h2 ""background-color: #0064a4; color: #ffffff; : 20px; font-weight: 800; line-height: 30px; padding: 5px; margin-top: 20px;"">Step 1: Watch the lecture video below and answer the questions therein. </h2> ""width: 694px; height: 560px;"" title=""P254 Lesson 2.3"" src=""/courses/18761/external_tools/retrieve?display=borderless&url=https%3A%2F%2Fuci.yuja.com%2FLMSEntry.jsp%3FredirectURL%3Dhttps%253A%252F%252Fuci.yuja.com%252FV%252FVideoPoll%252F3640%253FwithOverlay%253Dtrue"" width=""694"" height=""560"" allowfullscreen=""allowfullscreen"" webkitallowfullscreen=""webkitallowfullscreen"" mozallowfullscreen=""mozallowfullscreen"" allow=""autoplay *""> "": 9pt;"">The PowerPoint slides for this lecture can be found below.  "": 9pt;"">To watch this video directly please go to  class="" inline_disabled"" href=""https://h5p.org/node/387853"">",discussion_topic,2019-08-21 16:03:53.343000-07:00,2019-10-17 12:25:58.150000-07:00,2019-10-11 18:02:54.487000-07:00,graded,,,1.0,2019-10-17 12:11:40.477000-07:00,1.0,10.0,complete,,2019-10-13 23:59:00-07:00,44070000000066399,Lectures,89.0,89.0,10.0,94.0,94.0
411975,0,,0,,44070000000350880,Lecture 2-2: How do Society's Structures and Institutions Lead to Stigma?," class=""btn icon-replied"" title=""Week 2 Road Map"" href=""/courses/18761/pages/week-2-road-map"" ""https://canvas.eee.uci.edu/api/v1/courses/18761/pages/week-2-road-map"" >Week 2 Road Map<h2 ""background-color: #0064a4; color: #ffffff; : 20px; font-weight: 800; line-height: 30px; padding: 5px; margin-top: 20px;"">Step 1: Watch the lecture video below and answer the questions therein. </h2> ""width: 694px; height: 560px;"" title=""P254 Lesson 2.2"" src=""/courses/18761/external_tools/retrieve?display=borderless&url=https%3A%2F%2Fuci.yuja.com%2FLMSEntry.jsp%3FredirectURL%3Dhttps%253A%252F%252Fuci.yuja.com%252FV%252FVideoPoll%252F3641%253FwithOverlay%253Dtrue"" width=""694"" height=""560"" allowfullscreen=""allowfullscreen"" webkitallowfullscreen=""webkitallowfullscreen"" mozallowfullscreen=""mozallowfullscreen"" allow=""autoplay *""> "": 9pt;"">The PowerPoint slides for this lecture can be found below.  "": 9pt;"">To watch this video directly please go to  class="" inline_disabled"" href=""https://h5p.org/node/387852"">",discussion_topic,2019-08-21 16:03:53.343000-07:00,2019-10-17 12:25:46.637000-07:00,2019-10-11 17:18:16.127000-07:00,graded,,,1.0,2019-10-17 12:08:28.330000-07:00,1.0,10.0,complete,,2019-10-13 23:59:00-07:00,44070000000066399,Lectures,89.0,89.0,10.0,94.0,94.0
411975,0,,0,,44070000000350884,Lecture 1-2: How Have PWMI Been Treated and Perceived Throughout History?," class=""btn icon-replied"" title=""Week 1 Road Map"" href=""/courses/18761/pages/week-1-road-map"" ""https://canvas.eee.uci.edu/api/v1/courses/18761/pages/week-1-road-map"" >Week 1 Road Map<h2 ""background-color: #0064a4; color: #ffffff; : 20px; font-weight: 800; line-height: 30px; padding: 5px; margin-top: 20px;"">Step 1: Watch the lecture video below and answer the questions therein.</h2> ""width: 100%; height: 650;"" title=""P254 Lesson 1.2"" src=""/courses/18761/external_tools/retrieve?display=borderless&url=https%3A%2F%2Fuci.yuja.com%2FLMSEntry.jsp%3FredirectURL%3Dhttps%253A%252F%252Fuci.yuja.com%252FV%252FVideoPoll%252F3644%253FwithOverlay%253Dtrue"" width=""100%"" height=""650"" allowfullscreen=""allowfullscreen"" webkitallowfullscreen=""webkitallowfullscreen"" mozallowfullscreen=""mozallowfullscreen"" allow=""autoplay *""> "": 9pt;"">The PowerPoint slides for this lecture can be found below.  "": 9pt;"">To watch this video directly please go to  class="" inline_disabled"" href=""https://h5p.org/node/387844"">htt",discussion_topic,2019-08-21 16:03:53.343000-07:00,2019-10-17 12:02:17.183000-07:00,2019-10-01 21:20:31.437000-07:00,graded,,,1.0,2019-10-17 10:40:50.657000-07:00,1.0,10.0,complete,,2019-10-06 23:59:00-07:00,44070000000066399,Lectures,89.0,89.0,10.0,94.0,94.0
411975,0,,0,,44070000000350885,Lecture 1-1 Introduction to the Course," class=""btn icon-replied"" title=""Week 1 Road Map"" href=""/courses/18761/pages/week-1-road-map"" ""https://canvas.eee.uci.edu/api/v1/courses/18761/pages/week-1-road-map"" >Week 1 Road Map<h2 ""background-color: #0064a4; color: #ffffff; : 20px; font-weight: 800; line-height: 30px; padding: 5px; margin-top: 20px;"">Step 1: Watch the lecture video below and answer the questions therein. </h2> ""width: 100%; height: 650;"" title=""P254 Lesson 1.1"" src=""/courses/18761/external_tools/retrieve?display=borderless&url=https%3A%2F%2Fuci.yuja.com%2FLMSEntry.jsp%3FredirectURL%3Dhttps%253A%252F%252Fuci.yuja.com%252FV%252FVideoPoll%252F3643%253FwithOverlay%253Dtrue"" width=""100%"" height=""650"" allowfullscreen=""allowfullscreen"" webkitallowfullscreen=""webkitallowfullscreen"" mozallowfullscreen=""mozallowfullscreen"" allow=""autoplay *""> "": 9pt;"">The PowerPoint slides for this lecture can be found below.  "": 9pt;"">To watch this video directly please go to  class="" inline_disabled"" href=""https://h5p.org/node/387843"">ht",discussion_topic,2019-08-21 16:03:53.343000-07:00,2019-10-17 12:02:00.597000-07:00,2019-10-01 17:35:18.160000-07:00,graded,,,1.0,2019-10-17 10:36:07.793000-07:00,1.0,10.0,complete,,2019-10-06 23:59:00-07:00,44070000000066399,Lectures,89.0,89.0,10.0,94.0,94.0
411975,0,,0,,44070000000350878,Lecture 2-4: What are Factors Affecting Self-Stigma and Label Avoidance?," class=""btn icon-replied"" title=""Week 2 Road Map"" href=""/courses/18761/pages/week-2-road-map"" ""https://canvas.eee.uci.edu/api/v1/courses/18761/pages/week-2-road-map"" >Week 2 Road Map<h2 ""background-color: #0064a4; color: #ffffff; : 20px; font-weight: 800; line-height: 30px; padding: 5px; margin-top: 20px;"">Step 1: Watch the lecture video below and answer the questions therein. </h2> ""width: 694px; height: 560px;"" title=""P254 Lesson 2.4"" src=""/courses/18761/external_tools/retrieve?display=borderless&url=https%3A%2F%2Fuci.yuja.com%2FLMSEntry.jsp%3FredirectURL%3Dhttps%253A%252F%252Fuci.yuja.com%252FV%252FVideoPoll%252F3639%253FwithOverlay%253Dtrue"" width=""694"" height=""560"" allowfullscreen=""allowfullscreen"" webkitallowfullscreen=""webkitallowfullscreen"" mozallowfullscreen=""mozallowfullscreen"" allow=""autoplay *""> "": 9pt;"">The PowerPoint slides for this lecture can be found below.  "": 9pt;"">To watch this video directly please go to  class="" inline_disabled"" href=""https://h5p.org/node/387854"">",discussion_topic,2019-08-21 16:03:53.343000-07:00,2019-10-17 12:26:11.487000-07:00,2019-10-11 18:34:56.743000-07:00,graded,,,1.0,2019-10-17 12:14:36.577000-07:00,1.0,10.0,complete,,2019-10-13 23:59:00-07:00,44070000000066399,Lectures,89.0,89.0,10.0,94.0,94.0
411975,0,,0,,44070000000350875,Lecture 3-3: How does the Outpatient Civil Commitment Process Work?," class=""btn icon-replied"" title=""Week 3 Road Map"" href=""/courses/18761/pages/week-3-road-map"" ""https://canvas.eee.uci.edu/api/v1/courses/18761/pages/week-3-road-map"" >Week 3 Road Map<h2 ""background-color: #0064a4; color: #ffffff; : 20px; font-weight: 800; line-height: 30px; padding: 5px; margin-top: 20px;"">Step 1: Watch the lecture video below and answer the questions therein. </h2> ""width: 694px; height: 560px;"" title=""P254 Lesson 3.3"" src=""/courses/18761/external_tools/retrieve?display=borderless&url=https%3A%2F%2Fuci.yuja.com%2FLMSEntry.jsp%3FredirectURL%3Dhttps%253A%252F%252Fuci.yuja.com%252FV%252FVideoPoll%252F3636%253FwithOverlay%253Dtrue"" width=""694"" height=""560"" allowfullscreen=""allowfullscreen"" webkitallowfullscreen=""webkitallowfullscreen"" mozallowfullscreen=""mozallowfullscreen"" allow=""autoplay *""><hr><h2 ""background-color: #0064a4; color: #ffffff; : 20px; font-weight: 800; line-height: 30px; padding: 5px; margin-top: 20px;"">Step 2: Watch the follow-up video</h2> src=""https://",discussion_topic,2019-08-21 16:03:53.343000-07:00,2019-10-27 19:17:21.587000-07:00,2019-10-17 17:09:40.837000-07:00,graded,,,1.0,2019-10-27 19:14:31.837000-07:00,1.0,10.0,complete,,2019-10-20 23:59:00-07:00,44070000000066399,Lectures,89.0,89.0,10.0,94.0,94.0
411975,0,,0,,44070000000350882,Lecture 1-4: What was the Deinstitutionalization of the Mentally Ill?," class=""btn icon-replied"" title=""Week 1 Road Map"" href=""/courses/18761/pages/week-1-road-map"" ""https://canvas.eee.uci.edu/api/v1/courses/18761/pages/week-1-road-map"" >Week 1 Road Map<h2 ""background-color: #0064a4; color: #ffffff; : 20px; font-weight: 800; line-height: 30px; padding: 5px; margin-top: 20px;"">Step 1: Watch the lecture video below and answer the questions therein. </h2> ""width: 100%; height: 650;"" title=""P254 Lesson 1.4"" src=""/courses/18761/external_tools/retrieve?display=borderless&url=https%3A%2F%2Fuci.yuja.com%2FLMSEntry.jsp%3FredirectURL%3Dhttps%253A%252F%252Fuci.yuja.com%252FV%252FVideoPoll%252F3646%253FwithOverlay%253Dtrue"" width=""100%"" height=""650"" allowfullscreen=""allowfullscreen"" webkitallowfullscreen=""webkitallowfullscreen"" mozallowfullscreen=""mozallowfullscreen"" allow=""autoplay *""> "": 9pt;"">The PowerPoint slides for this lecture can be found below.  "": 9pt;"">To watch this video directly please go to  class="" inline_disabled"" href=""https://h5p.org/node/387850"">ht",discussion_topic,2019-08-21 16:03:53.343000-07:00,2019-10-17 12:02:47.317000-07:00,2019-10-01 22:31:23.227000-07:00,graded,,,1.0,2019-10-17 11:22:28.693000-07:00,1.0,10.0,complete,,2019-10-06 23:59:00-07:00,44070000000066399,Lectures,89.0,89.0,10.0,94.0,94.0
411975,0,,0,,44070000000350881,Lecture 2-1:  What is Stigma?," class=""btn icon-replied"" title=""Week 2 Road Map"" href=""/courses/18761/pages/week-2-road-map"" ""https://canvas.eee.uci.edu/api/v1/courses/18761/pages/week-2-road-map"" >Week 2 Road Map<h2 ""background-color: #0064a4; color: #ffffff; : 20px; font-weight: 800; line-height: 30px; padding: 5px; margin-top: 20px;"">Step 1: Watch the lecture video below and answer the questions therein. </h2> ""width: 694px; height: 560px;"" title=""P254 Lesson 2.1"" src=""/courses/18761/external_tools/retrieve?display=borderless&url=https%3A%2F%2Fuci.yuja.com%2FLMSEntry.jsp%3FredirectURL%3Dhttps%253A%252F%252Fuci.yuja.com%252FV%252FVideoPoll%252F3642%253FwithOverlay%253Dtrue"" width=""694"" height=""560"" allowfullscreen=""allowfullscreen"" webkitallowfullscreen=""webkitallowfullscreen"" mozallowfullscreen=""mozallowfullscreen"" allow=""autoplay *""> "": 9pt;"">The PowerPoint slides for this lecture can be found below.  "": 9pt;"">To watch this video directly please go to  class="" inline_disabled"" href=""https://h5p.org/node/387851"">",discussion_topic,2019-08-21 16:03:53.343000-07:00,2019-10-17 12:25:34.330000-07:00,2019-10-11 16:02:48.937000-07:00,graded,,,1.0,2019-10-17 12:04:35.693000-07:00,1.0,10.0,complete,,2019-10-13 23:59:00-07:00,44070000000066399,Lectures,89.0,89.0,10.0,94.0,94.0
